"","A1","A355","A356","A357","A358","A359","A360","A361","A362","A363","A364","A365","A366","A367","A368","A369","A370","A371","A372","A373","A374","A375","A376","A377","A378","A379","A380","A381","A382","A383","A384","A385","A386","A387"
"1398",251270,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1399",251272,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1400",251274,"Setor subordinado diretamente à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"1401",251275,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"1402",251276,"Secretaria exclusiva","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1403",251278,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"1404",251280,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1405",251290,"Setor subordinado a outra secretaria","Sim","2005","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"1406",251300,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1407",251310,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"1408",251315,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1409",251320,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1410",251330,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"1411",251335,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1412",251340,"Setor subordinado diretamente à chefia do executivo","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1413",251350,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1414",251360,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1415",251365,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1416",251370,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Sim","Sim","Sim","Sim","Sim","Total","Parcial","Parcial","Total","Total","Total","Não","Total","Não","Sim","Sim","Não","Não","Não","Não","Não"
"1417",251380,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1418",251385,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Sim","Não","Não","Não","Não","Não"
"1419",251390,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1420",251392,"Setor subordinado a outra secretaria","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1421",251394,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1422",251396,"Secretaria em conjunto com outra política","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Não","Não","Não","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","não aplicável","Não","Não","Não","Não","Não"
"1423",251398,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Não","Não","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
"1424",251400,"Não possui estrutura","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não","Não","Sim","Sim","Não","Sim","Não","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Não aplicável","Sim","Não","Não","Não","Não","Não","Não"
